alpha,block_size,key_range,success_rate
1.09,8,100,0.852
1.09,8,100,0.819
1.09,8,100,0.868
1.09,8,100,0.868
1.09,8,100,0.836
1.09,8,100,0.865
1.09,8,100,0.899
1.09,8,100,0.824
1.09,8,100,0.848
1.09,8,100,0.851
1.09,8,100,0.849
1.09,8,100,0.804
1.09,8,100,0.883
1.09,8,100,0.869
1.09,8,100,0.823
1.09,8,100,0.845
1.09,8,100,0.857
1.09,8,100,0.835
1.09,8,100,0.881
1.09,8,100,0.886
1.09,8,100,0.873
1.09,8,100,0.849
1.09,8,100,0.872
1.09,8,100,0.872
1.09,8,100,0.877
1.09,8,100,0.834
1.09,8,100,0.8
1.09,8,100,0.868
1.09,8,100,0.847
1.09,8,100,0.85
1.09,8,100,0.862
1.09,8,100,0.885
1.09,8,100,0.872
1.09,8,100,0.849
1.09,8,100,0.858
1.09,8,100,0.871
1.09,8,100,0.865
1.09,8,100,0.864
1.09,8,100,0.879
1.09,8,100,0.868
1.09,8,100,0.875
1.09,8,100,0.892
1.09,8,100,0.834
1.09,8,100,0.837
1.03,4,100,0.969
1.03,4,100,0.963
1.03,4,100,0.978
1.03,4,100,0.951
1.03,4,100,0.957
1.03,4,100,0.968
1.03,4,100,0.97
1.03,4,100,0.952
1.03,4,100,0.971
1.03,4,100,0.98
1.03,4,100,0.982
1.03,4,100,0.972
1.03,4,100,0.955
1.03,4,100,0.916
1.03,4,100,0.962
1.03,4,100,0.963
1.03,4,100,0.965
1.03,4,100,0.961
1.03,4,100,0.976
1.03,4,100,0.947
1.03,4,100,0.952
1.03,4,100,0.98
1.03,4,100,0.983
1.03,4,100,0.97
1.03,4,100,0.966
1.03,4,100,0.969
1.03,4,100,0.981
1.03,4,100,0.936
1.03,4,100,0.962
1.03,4,100,0.974
1.03,4,100,0.931
1.03,4,100,0.963
1.03,4,100,0.949
1.03,4,100,0.969
1.03,4,100,0.974
1.03,4,100,0.952
1.03,4,100,0.976
1.03,4,100,0.966
1.03,4,100,0.973
1.03,4,100,0.952
1.03,4,100,0.97
1.03,4,100,0.964
1.03,4,100,0.975
1.03,4,100,0.967
1.03,4,100,0.979
1.03,4,100,0.962
1.03,4,100,0.983
1.03,4,100,0.971
1.03,4,100,0.955
1.03,4,100,0.977
1.03,8,100,0.911
1.03,8,100,0.913
1.03,8,100,0.945
1.03,8,100,0.952
1.03,8,100,0.946
1.03,8,100,0.929
1.03,8,100,0.92
1.03,8,100,0.925
1.03,8,100,0.937
1.03,8,100,0.938
1.03,8,100,0.929
1.03,8,100,0.91
1.03,8,100,0.95
1.03,8,100,0.946
1.03,8,100,0.947
1.03,8,100,0.885
1.03,8,100,0.928
1.03,8,100,0.945
1.03,8,100,0.935
1.03,8,100,0.935
1.03,8,100,0.915
1.03,8,100,0.941
1.03,8,100,0.936
1.03,8,100,0.95
1.03,8,100,0.931
1.03,8,100,0.937
1.03,8,100,0.932
1.03,8,100,0.91
1.03,8,100,0.951
1.03,8,100,0.93
1.03,8,100,0.954
1.03,8,100,0.922
1.03,8,100,0.892
1.03,8,100,0.935
1.03,8,100,0.919
1.03,8,100,0.931
1.03,8,100,0.921
1.03,8,100,0.944
1.03,8,100,0.926
1.03,8,100,0.93
1.03,8,100,0.937
1.03,8,100,0.952
1.03,8,100,0.948
1.03,8,100,0.957
1.03,8,100,0.922
1.03,8,100,0.947
1.03,8,100,0.941
1.03,8,100,0.903
1.03,8,100,0.938
1.03,8,100,0.933
1.03,16,100,0.9097222222222222
1.03,16,100,0.9077380952380952
1.03,16,100,0.8779761904761905
1.03,16,100,0.8650793650793651
1.03,16,100,0.9027777777777778
1.03,16,100,0.8740079365079365
1.03,16,100,0.8819444444444444
1.03,16,100,0.8948412698412699
1.03,16,100,0.8988095238095238
1.03,16,100,0.876984126984127
1.03,16,100,0.9315476190476191
1.03,16,100,0.8809523809523809
1.03,16,100,0.8452380952380952
1.03,16,100,0.8888888888888888
1.03,16,100,0.8551587301587301
1.03,16,100,0.876984126984127
1.03,16,100,0.8779761904761905
1.03,16,100,0.8958333333333334
1.03,16,100,0.8819444444444444
1.03,16,100,0.871031746031746
1.03,16,100,0.8888888888888888
1.03,16,100,0.8958333333333334
1.03,16,100,0.8511904761904762
1.03,16,100,0.8968253968253969
1.03,16,100,0.8809523809523809
1.03,16,100,0.8621031746031746
1.03,16,100,0.9027777777777778
1.03,16,100,0.873015873015873
1.03,16,100,0.8670634920634921
1.03,16,100,0.8630952380952381
1.03,16,100,0.8958333333333334
1.03,16,100,0.8462301587301587
1.03,16,100,0.8611111111111112
1.03,16,100,0.8918650793650794
1.03,16,100,0.8412698412698413
1.03,16,100,0.878968253968254
1.03,16,100,0.9107142857142857
1.03,16,100,0.9067460317460317
1.03,16,100,0.8779761904761905
1.03,16,100,0.8611111111111112
1.03,16,100,0.8660714285714286
1.03,16,100,0.8829365079365079
1.03,16,100,0.8898809523809523
1.03,16,100,0.8720238095238095
1.03,16,100,0.8621031746031746
1.03,16,100,0.8859126984126984
1.03,16,100,0.8988095238095238
1.03,16,100,0.8541666666666666
1.03,16,100,0.8839285714285714
1.03,16,100,0.8640873015873016
1.03,32,100,0.80859375
1.03,32,100,0.8212890625
1.03,32,100,0.80078125
1.03,32,100,0.7685546875
1.03,32,100,0.8125
1.03,32,100,0.77734375
1.03,32,100,0.787109375
1.03,32,100,0.779296875
1.03,32,100,0.802734375
1.03,32,100,0.7685546875
1.03,32,100,0.81640625
1.03,32,100,0.77734375
1.03,32,100,0.818359375
1.03,32,100,0.783203125
1.03,32,100,0.814453125
1.03,32,100,0.7470703125
1.03,32,100,0.8076171875
1.03,32,100,0.7578125
1.03,32,100,0.8154296875
1.03,32,100,0.80078125
1.03,32,100,0.837890625
1.03,32,100,0.8154296875
1.03,32,100,0.8330078125
1.03,32,100,0.76953125
1.03,32,100,0.7734375
1.03,32,100,0.791015625
1.03,32,100,0.7998046875
1.03,32,100,0.7939453125
1.03,32,100,0.7783203125
1.03,32,100,0.810546875
1.03,32,100,0.8212890625
1.03,32,100,0.76953125
1.03,32,100,0.794921875
1.03,32,100,0.7822265625
1.03,32,100,0.767578125
1.03,32,100,0.779296875
1.03,32,100,0.7724609375
1.03,32,100,0.78515625
1.03,32,100,0.7666015625
1.03,32,100,0.751953125
1.03,32,100,0.8095703125
1.03,32,100,0.7734375
1.03,32,100,0.765625
1.03,32,100,0.783203125
1.03,32,100,0.8134765625
1.03,32,100,0.759765625
1.03,32,100,0.8017578125
1.03,32,100,0.767578125
1.03,32,100,0.7451171875
1.03,32,100,0.81640625
1.03,64,100,0.6181640625
1.03,64,100,0.6357421875
1.03,64,100,0.5888671875
1.03,64,100,0.642578125
1.03,64,100,0.603515625
1.03,64,100,0.64453125
1.03,64,100,0.5888671875
1.03,64,100,0.6220703125
1.03,64,100,0.6318359375
1.03,64,100,0.6640625
1.03,64,100,0.63671875
1.03,64,100,0.576171875
1.03,64,100,0.62109375
1.03,64,100,0.6611328125
1.03,64,100,0.6162109375
1.03,64,100,0.6396484375
1.03,64,100,0.6630859375
1.03,64,100,0.595703125
1.03,64,100,0.634765625
1.03,64,100,0.6123046875
1.03,64,100,0.640625
1.03,64,100,0.6650390625
1.03,64,100,0.634765625
1.03,64,100,0.62890625
1.03,64,100,0.6171875
1.03,64,100,0.646484375
1.03,64,100,0.62109375
1.03,64,100,0.6171875
1.03,64,100,0.638671875
1.03,64,100,0.591796875
1.03,64,100,0.673828125
1.03,64,100,0.61328125
1.03,64,100,0.6572265625
1.03,64,100,0.580078125
1.03,64,100,0.630859375
1.03,64,100,0.6220703125
1.03,64,100,0.583984375
1.03,64,100,0.62109375
1.03,64,100,0.6123046875
1.03,64,100,0.6328125
1.03,64,100,0.6337890625
1.03,64,100,0.6328125
1.03,64,100,0.638671875
1.03,64,100,0.6552734375
1.03,64,100,0.6591796875
1.03,64,100,0.6357421875
1.03,64,100,0.638671875
1.03,64,100,0.6181640625
1.03,64,100,0.6064453125
1.03,64,100,0.61328125
1.03,8,20,0.818
1.03,8,20,0.871
1.03,8,20,0.854
1.03,8,20,0.848
1.03,8,20,0.852
1.03,8,20,0.844
1.03,8,20,0.846
1.03,8,20,0.857
1.03,8,20,0.825
1.03,8,20,0.888
1.03,8,20,0.894
1.03,8,20,0.888
1.03,8,20,0.864
1.03,8,20,0.865
1.03,8,20,0.845
1.03,8,20,0.892
1.03,8,20,0.863
1.03,8,20,0.863
1.03,8,20,0.88
1.03,8,20,0.859
1.03,8,20,0.878
1.03,8,20,0.853
1.03,8,20,0.86
1.03,8,20,0.895
1.03,8,20,0.859
1.03,8,20,0.9
1.03,8,20,0.881
1.03,8,20,0.799
1.03,8,20,0.858
1.03,8,20,0.855
1.03,8,20,0.9
1.03,8,20,0.876
1.03,8,20,0.874
1.03,8,20,0.885
1.03,8,20,0.896
1.03,8,20,0.848
1.03,8,20,0.869
1.03,8,20,0.801
1.03,8,20,0.829
1.03,8,20,0.83
1.03,8,20,0.866
1.03,8,20,0.884
1.03,8,20,0.842
1.03,8,20,0.879
1.03,8,20,0.887
1.03,8,20,0.844
1.03,8,20,0.88
1.03,8,20,0.881
1.03,8,20,0.87
1.03,8,20,0.871
1.03,8,40,0.933
1.03,8,40,0.915
1.03,8,40,0.919
1.03,8,40,0.906
1.03,8,40,0.934
1.03,8,40,0.926
1.03,8,40,0.894
1.03,8,40,0.9
1.03,8,40,0.903
1.03,8,40,0.924
1.03,8,40,0.911
1.03,8,40,0.893
1.03,8,40,0.933
1.03,8,40,0.907
1.03,8,40,0.889
1.03,8,40,0.92
1.03,8,40,0.892
1.03,8,40,0.928
1.03,8,40,0.908
1.03,8,40,0.937
1.03,8,40,0.887
1.03,8,40,0.907
1.03,8,40,0.921
1.03,8,40,0.897
1.03,8,40,0.91
1.03,8,40,0.889
1.03,8,40,0.91
1.03,8,40,0.93
1.03,8,40,0.911
1.03,8,40,0.919
1.03,8,40,0.907
1.03,8,40,0.898
1.03,8,40,0.917
1.03,8,40,0.887
1.03,8,40,0.921
1.03,8,40,0.931
1.03,8,40,0.887
1.03,8,40,0.914
1.03,8,40,0.901
1.03,8,40,0.917
1.03,8,40,0.902
1.03,8,40,0.897
1.03,8,40,0.925
1.03,8,40,0.904
1.03,8,40,0.902
1.03,8,40,0.928
1.03,8,40,0.901
1.03,8,40,0.902
1.03,8,40,0.918
1.03,8,40,0.912
1.03,8,60,0.897
1.03,8,60,0.867
1.03,8,60,0.906
1.03,8,60,0.912
1.03,8,60,0.892
1.03,8,60,0.943
1.03,8,60,0.941
1.03,8,60,0.921
1.03,8,60,0.921
1.03,8,60,0.944
1.03,8,60,0.928
1.03,8,60,0.918
1.03,8,60,0.925
1.03,8,60,0.955
1.03,8,60,0.943
1.03,8,60,0.921
1.03,8,60,0.912
1.03,8,60,0.853
1.03,8,60,0.911
1.03,8,60,0.909
1.03,8,60,0.933
1.03,8,60,0.923
1.03,8,60,0.909
1.03,8,60,0.926
1.03,8,60,0.927
1.03,8,60,0.91
1.03,8,60,0.92
1.03,8,60,0.909
1.03,8,60,0.937
1.03,8,60,0.915
1.03,8,60,0.913
1.03,8,60,0.906
1.03,8,60,0.936
1.03,8,60,0.904
1.03,8,60,0.914
1.03,8,60,0.921
1.03,8,60,0.921
1.03,8,60,0.936
1.03,8,60,0.936
1.03,8,60,0.931
1.03,8,60,0.912
1.03,8,60,0.924
1.03,8,60,0.907
1.03,8,60,0.932
1.03,8,60,0.909
1.03,8,60,0.921
1.03,8,60,0.898
1.03,8,60,0.938
1.03,8,60,0.937
1.03,8,60,0.902
1.03,8,80,0.926
1.03,8,80,0.904
1.03,8,80,0.949
1.03,8,80,0.922
1.03,8,80,0.924
1.03,8,80,0.926
1.03,8,80,0.911
1.03,8,80,0.917
1.03,8,80,0.909
1.03,8,80,0.906
1.03,8,80,0.948
1.03,8,80,0.915
1.03,8,80,0.919
1.03,8,80,0.932
1.03,8,80,0.909
1.03,8,80,0.933
1.03,8,80,0.926
1.03,8,80,0.945
1.03,8,80,0.925
1.03,8,80,0.954
1.03,8,80,0.933
1.03,8,80,0.948
1.03,8,80,0.955
1.03,8,80,0.927
1.03,8,80,0.906
1.03,8,80,0.932
1.03,8,80,0.938
1.03,8,80,0.912
1.03,8,80,0.929
1.03,8,80,0.927
1.03,8,80,0.932
1.03,8,80,0.94
1.03,8,80,0.927
1.03,8,80,0.912
1.03,8,80,0.924
1.03,8,80,0.886
1.03,8,80,0.947
1.03,8,80,0.93
1.03,8,80,0.945
1.03,8,80,0.924
1.03,8,80,0.92
1.03,8,80,0.931
1.03,8,80,0.936
1.03,8,80,0.937
1.03,8,80,0.899
1.03,8,80,0.933
1.03,8,80,0.868
1.03,8,80,0.935
1.03,8,80,0.922
1.03,8,80,0.913
1.03,8,100,0.936
1.03,8,100,0.953
1.03,8,100,0.917
1.03,8,100,0.947
1.03,8,100,0.953
1.03,8,100,0.956
1.03,8,100,0.892
1.03,8,100,0.945
1.03,8,100,0.94
1.03,8,100,0.947
1.03,8,100,0.93
1.03,8,100,0.943
1.03,8,100,0.897
1.03,8,100,0.927
1.03,8,100,0.924
1.03,8,100,0.912
1.03,8,100,0.936
1.03,8,100,0.931
1.03,8,100,0.917
1.03,8,100,0.926
1.03,8,100,0.927
1.03,8,100,0.955
1.03,8,100,0.927
1.03,8,100,0.931
1.03,8,100,0.92
1.03,8,100,0.958
1.03,8,100,0.939
1.03,8,100,0.921
1.03,8,100,0.93
1.03,8,100,0.938
1.03,8,100,0.919
1.03,8,100,0.941
1.03,8,100,0.947
1.03,8,100,0.938
1.03,8,100,0.926
1.03,8,100,0.944
1.03,8,100,0.9
1.03,8,100,0.947
1.03,8,100,0.95
1.03,8,100,0.928
1.03,8,100,0.92
1.03,8,100,0.931
1.03,8,100,0.935
1.03,8,100,0.886
1.03,8,100,0.922
1.03,8,100,0.935
1.03,8,100,0.932
1.03,8,100,0.902
1.03,8,100,0.899
1.03,8,100,0.883
