alpha,block_size,key_range,read_prob,success_rate
1.03,8,40,0.5,0.944
1.03,8,40,0.5,0.946
1.03,8,40,0.5,0.941
1.03,8,40,0.5,0.942
1.03,8,40,0.5,0.938
1.03,8,40,0.5,0.948
1.03,8,40,0.5,0.938
1.03,8,40,0.5,0.93
1.03,8,40,0.5,0.932
1.03,8,40,0.5,0.941
1.03,8,40,0.5,0.949
1.03,8,40,0.5,0.938
1.03,8,40,0.5,0.946
1.03,8,60,0.5,0.969
1.03,8,60,0.5,0.956
1.03,8,60,0.5,0.956
1.03,8,60,0.5,0.96
1.03,8,60,0.5,0.945
1.03,8,60,0.5,0.961
1.03,8,60,0.5,0.96
1.03,8,60,0.5,0.965
1.03,8,60,0.5,0.962
1.03,8,60,0.5,0.976
1.03,8,60,0.5,0.962
1.03,8,60,0.5,0.967
1.03,8,60,0.5,0.972
1.03,8,60,0.5,0.963
1.03,8,60,0.5,0.959
1.03,8,60,0.5,0.951
1.03,8,60,0.5,0.957
1.03,8,60,0.5,0.964
1.03,8,60,0.5,0.955
1.03,8,60,0.5,0.96
1.03,8,60,0.5,0.956
1.03,8,60,0.5,0.968
1.03,8,60,0.5,0.961
1.03,8,60,0.5,0.96
1.03,8,60,0.5,0.959
1.03,8,60,0.5,0.966
1.03,8,60,0.5,0.954
1.03,8,60,0.5,0.96
1.03,8,60,0.5,0.953
1.03,8,60,0.5,0.957
1.03,8,60,0.5,0.966
1.03,8,60,0.5,0.964
1.03,8,60,0.5,0.961
1.03,8,60,0.5,0.95
1.03,8,60,0.5,0.957
1.03,8,60,0.5,0.959
1.03,8,60,0.5,0.959
1.03,8,60,0.5,0.957
1.03,8,60,0.5,0.955
1.03,8,60,0.5,0.948
1.03,8,60,0.5,0.959
1.03,8,60,0.5,0.968
1.03,8,60,0.5,0.963
1.03,8,60,0.5,0.96
1.03,8,60,0.5,0.971
1.03,8,60,0.5,0.952
1.03,8,60,0.5,0.954
1.03,8,60,0.5,0.969
1.03,8,60,0.5,0.963
1.03,8,60,0.5,0.961
1.03,8,80,0.5,0.972
1.03,8,80,0.5,0.97
1.03,8,80,0.5,0.978
1.03,8,80,0.5,0.969
1.03,8,80,0.5,0.965
1.03,8,80,0.5,0.963
1.03,8,80,0.5,0.971
1.03,8,80,0.5,0.972
1.03,8,80,0.5,0.961
1.03,8,80,0.5,0.975
1.03,8,80,0.5,0.977
1.03,8,80,0.5,0.978
1.03,8,80,0.5,0.976
1.03,8,80,0.5,0.969
1.03,8,80,0.5,0.965
1.03,8,80,0.5,0.975
1.03,8,80,0.5,0.962
1.03,8,80,0.5,0.974
1.03,8,80,0.5,0.983
1.03,8,80,0.5,0.983
1.03,8,80,0.5,0.97
1.03,8,80,0.5,0.977
1.03,8,80,0.5,0.977
1.03,8,80,0.5,0.979
1.03,8,80,0.5,0.968
1.03,8,80,0.5,0.97
1.03,8,80,0.5,0.977
1.03,8,80,0.5,0.967
1.03,8,80,0.5,0.977
1.03,8,80,0.5,0.97
1.03,8,80,0.5,0.962
1.03,8,80,0.5,0.968
1.03,8,80,0.5,0.969
1.03,8,80,0.5,0.973
1.03,8,80,0.5,0.97
1.03,8,80,0.5,0.954
1.03,8,80,0.5,0.977
1.03,8,80,0.5,0.977
1.03,8,80,0.5,0.971
1.03,8,80,0.5,0.966
1.03,8,80,0.5,0.962
1.03,8,80,0.5,0.976
1.03,8,80,0.5,0.973
1.03,8,80,0.5,0.966
1.03,8,80,0.5,0.968
1.03,8,80,0.5,0.967
1.03,8,80,0.5,0.968
1.03,8,80,0.5,0.969
1.03,8,80,0.5,0.976
1.03,8,80,0.5,0.979
1.03,8,100,0.5,0.974
1.03,8,100,0.5,0.975
1.03,8,100,0.5,0.971
1.03,8,100,0.5,0.97
1.03,8,100,0.5,0.977
1.03,8,100,0.5,0.984
1.03,8,100,0.5,0.975
1.03,8,100,0.5,0.972
1.03,8,100,0.5,0.981
1.03,8,100,0.5,0.976
1.03,8,100,0.5,0.983
1.03,8,100,0.5,0.981
1.03,8,100,0.5,0.969
1.03,8,100,0.5,0.982
1.03,8,100,0.5,0.976
1.03,8,100,0.5,0.985
1.03,8,100,0.5,0.973
1.03,8,100,0.5,0.976
1.03,8,100,0.5,0.98
1.03,8,100,0.5,0.979
1.03,8,100,0.5,0.983
1.03,8,100,0.5,0.982
1.03,8,100,0.5,0.982
1.03,8,100,0.5,0.975
1.03,8,100,0.5,0.981
1.03,8,100,0.5,0.977
1.03,8,100,0.5,0.98
1.03,8,100,0.5,0.977
1.03,8,100,0.5,0.971
1.03,8,100,0.5,0.977
1.03,8,100,0.5,0.978
1.03,8,100,0.5,0.976
1.03,8,100,0.5,0.966
1.03,8,100,0.5,0.974
1.03,8,100,0.5,0.978
1.03,8,100,0.5,0.973
1.03,8,100,0.5,0.972
1.03,8,100,0.5,0.982
1.03,8,100,0.5,0.969
1.03,8,100,0.5,0.986
1.03,8,100,0.5,0.967
1.03,8,100,0.5,0.983
1.03,8,100,0.5,0.986
1.03,8,100,0.5,0.976
1.03,8,100,0.5,0.982
1.03,8,100,0.5,0.976
1.03,8,100,0.5,0.971
1.03,8,100,0.5,0.975
1.03,8,100,0.5,0.982
1.03,8,100,0.5,0.976
